column,年龄,性别,脑出血前mRS评分,高血压病史,卒中病史,糖尿病史,房颤史,冠心病史,吸烟史,饮酒史,发病到首次影像检查时间间隔,血压高压,血压低压,脑室引流,止血治疗,降颅压治疗,降压治疗,镇静、镇痛治疗,止吐护胃,营养神经,HM_volume,HM_ACA_R_Ratio,HM_MCA_R_Ratio,HM_PCA_R_Ratio,HM_Pons_Medulla_R_Ratio,HM_Cerebellum_R_Ratio,HM_ACA_L_Ratio,HM_MCA_L_Ratio,HM_PCA_L_Ratio,HM_Pons_Medulla_L_Ratio,HM_Cerebellum_L_Ratio,ED_volume,ED_ACA_R_Ratio,ED_MCA_R_Ratio,ED_PCA_R_Ratio,ED_Pons_Medulla_R_Ratio,ED_Cerebellum_R_Ratio,ED_ACA_L_Ratio,ED_MCA_L_Ratio,ED_PCA_L_Ratio,ED_Pons_Medulla_L_Ratio,ED_Cerebellum_L_Ratio,original_shape_Elongation_ed,original_shape_Flatness_ed,original_shape_LeastAxisLength_ed,original_shape_MajorAxisLength_ed,original_shape_Maximum2DDiameterColumn_ed,original_shape_Maximum2DDiameterRow_ed,original_shape_Maximum2DDiameterSlice_ed,original_shape_Maximum3DDiameter_ed,original_shape_MeshVolume_ed,original_shape_MinorAxisLength_ed,original_shape_Sphericity_ed,original_shape_SurfaceArea_ed,original_shape_SurfaceVolumeRatio_ed,original_shape_VoxelVolume_ed,NCCT_original_firstorder_10Percentile_ed,NCCT_original_firstorder_90Percentile_ed,NCCT_original_firstorder_Energy_ed,NCCT_original_firstorder_Entropy_ed,NCCT_original_firstorder_InterquartileRange_ed,NCCT_original_firstorder_Kurtosis_ed,NCCT_original_firstorder_Maximum_ed,NCCT_original_firstorder_MeanAbsoluteDeviation_ed,NCCT_original_firstorder_Mean_ed,NCCT_original_firstorder_Median_ed,NCCT_original_firstorder_Minimum_ed,NCCT_original_firstorder_Range_ed,NCCT_original_firstorder_RobustMeanAbsoluteDeviation_ed,NCCT_original_firstorder_RootMeanSquared_ed,NCCT_original_firstorder_Skewness_ed,NCCT_original_firstorder_Uniformity_ed,NCCT_original_firstorder_Variance_ed,original_shape_Elongation_hm,original_shape_Flatness_hm,original_shape_LeastAxisLength_hm,original_shape_MajorAxisLength_hm,original_shape_Maximum2DDiameterColumn_hm,original_shape_Maximum2DDiameterRow_hm,original_shape_Maximum2DDiameterSlice_hm,original_shape_Maximum3DDiameter_hm,original_shape_MeshVolume_hm,original_shape_MinorAxisLength_hm,original_shape_Sphericity_hm,original_shape_SurfaceArea_hm,original_shape_SurfaceVolumeRatio_hm,original_shape_VoxelVolume_hm,NCCT_original_firstorder_10Percentile_hm,NCCT_original_firstorder_90Percentile_hm,NCCT_original_firstorder_Energy_hm,NCCT_original_firstorder_Entropy_hm,NCCT_original_firstorder_InterquartileRange_hm,NCCT_original_firstorder_Kurtosis_hm,NCCT_original_firstorder_Maximum_hm,NCCT_original_firstorder_MeanAbsoluteDeviation_hm,NCCT_original_firstorder_Mean_hm,NCCT_original_firstorder_Median_hm,NCCT_original_firstorder_Minimum_hm,NCCT_original_firstorder_Range_hm,NCCT_original_firstorder_RobustMeanAbsoluteDeviation_hm,NCCT_original_firstorder_RootMeanSquared_hm,NCCT_original_firstorder_Skewness_hm,NCCT_original_firstorder_Uniformity_hm,NCCT_original_firstorder_Variance_hm
HM_ACA_L_Ratio,0.1406228227826873,0.09240418102538378,0.07211421320109983,0.07888528692452582,0.0766430326256964,0.1797066155220757,0.0891073001373688,0.06291849346735083,0.10471431758259704,0.043853802636778946,0.12982487372543405,0.09846153239558825,0.1740591574866157,0.11892573363564082,0.06836426304911418,0.13342154241348603,0.0732643944352655,0.09601019272043781,0.08205536955726168,0.03753972927434016,0.30784268164677836,0.10219226984242016,0.3890371273148378,0.23449149617537532,0.11535248404393947,0.10249868761381382,1.0,0.2746238964722625,0.4832706121309442,0.18192180515673356,0.15974007780701144,0.17514248702651256,0.12291399302363375,0.4194451662192172,0.30670364494065644,0.08042339718691958,0.12950575557622596,0.7611006877687302,0.30852550674515156,0.29790373057304925,0.14697569945188876,0.14736029576814705,0.15057590579214855,0.11581440451352752,0.2324603946466476,0.18274801153459125,0.1734893053078396,0.18777227422860496,0.17678128702395102,0.21955326231554692,0.1405922505774535,0.1581331070514774,0.21247388518855104,0.15606748837684659,0.15467017740479289,0.1419216763287238,0.10749152949431738,0.10532855351994354,0.1494691902670428,0.12988020198862774,0.2651290661218839,0.15151647034425697,0.1422087594078418,0.2693319243106589,0.09739247899672553,0.09789076817365744,0.16337794634931146,0.22443111908176638,0.269818848911461,0.09710823410449125,0.13564676211761528,0.12652660608981167,0.2693045029299709,0.18829392263429562,0.1659869389277861,0.33554922489924927,0.3541365647170521,0.35963680965737105,0.29793579549908683,0.3668483912456846,0.3618511276712433,0.2629760919046031,0.2696193289532864,0.3946175974900245,0.3281594269698861,0.1331313168101005,0.2632392928064035,0.17300493911559894,0.16023416856015993,0.26591853114457403,0.25048354964043595,0.11406859095711837,0.16272135584297026,0.21390505790825412,0.09642982186567722,0.1685496366536,0.14882808480901485,0.11650278302680081,0.2237653393364666,0.10896558723523811,0.16693250881127655,0.12401273253132435,0.23108405687234268,0.09045499372102468
HM_MCA_L_Ratio,0.1077233341493482,0.054372434297736645,0.09747463522464368,0.023061043719190388,0.11017829420125114,0.10469593849729435,0.03441755221071381,0.08460104111888941,0.10262965661167643,0.0917533397056155,0.10837496487906112,0.1325907454623656,0.07225164172795359,0.035039374889750285,0.03261309205082809,0.041529906270502764,0.07360277645740208,0.1136231211630724,0.06170578525078311,0.06680034552109221,0.12424701689989921,0.32377186118854484,0.744401037270495,0.5570100515511383,0.2409315681322115,0.1294543140062322,0.2746238964722625,1.0,0.406884212789926,0.19296573616937263,0.10391008948496316,0.14662940639936062,0.4483074984075186,0.8081525853683174,0.7034677849448141,0.16198137925416864,0.10809951894394808,0.468733880559268,0.9292677251993674,0.5881434659851668,0.1261005061150393,0.10084134078364226,0.11608321692831096,0.12712693896488592,0.12137566515778021,0.10868803550348224,0.15459061212157935,0.14270911583596196,0.09679447857091428,0.13576877992597988,0.13170657584606144,0.09588181483342322,0.07354742010704066,0.11686252629585171,0.15592111579121817,0.1308446698521465,0.11233544400861234,0.1180276925367721,0.14164334356737776,0.10371709448216222,0.15065057655673056,0.10715133316286655,0.138174857896215,0.15216196495139034,0.11441623072153029,0.11523316954829227,0.09823650344682922,0.12879212475467652,0.15411015559102637,0.11719257096660343,0.11582222559205588,0.1064892971958075,0.15175829832889848,0.1214055111282903,0.10308174384066718,0.13344138573432018,0.116238949503212,0.11677554517636074,0.14397290359093948,0.16381251980922812,0.12579179457506215,0.1163658527404361,0.13598676614092692,0.21597759999070595,0.14270091499591844,0.13811350158793914,0.11641840662700241,0.09415125043958493,0.06820970371468313,0.10735073437220106,0.13611247942462476,0.08327638760223667,0.10030395117974146,0.16161191347621298,0.08385978901312129,0.07028354815434351,0.06909504504787545,0.10086133555914124,0.1515660333720558,0.08586050692373784,0.06915767629608457,0.1340756047784226,0.12544484127115277,0.0771819859362583
HM_PCA_L_Ratio,0.12750042512578,0.07240776516888175,0.12471621813722517,0.06816995866321231,0.042509625665445264,0.08054066759443415,0.06496142573160116,0.06725799479901916,0.07808178781918233,0.07628349951383873,0.10348118501331134,0.10987217298794226,0.10211086838870934,0.12204756485421268,0.05319659220732375,0.06479309381960006,0.08058857774396004,0.07470061145055829,0.14176287108086894,0.096296677511695,0.15335023351636845,0.11600503601657695,0.5472697169011554,0.27202787234515,0.16562713256502531,0.11625839755973806,0.4832706121309442,0.406884212789926,1.0,0.5152482141708206,0.15241721435567412,0.1163201579553011,0.24298820077679287,0.5415927310368932,0.3996576726339601,0.10344054276818211,0.09355197993224325,0.5251510369305183,0.49713336292507615,0.700607064666832,0.35741389058371975,0.19183035505301121,0.14009833761566665,0.1464160570756583,0.15115693436786923,0.12620723899725877,0.14282704154710332,0.1393608174069973,0.11889874237825308,0.12432860293285977,0.11439881634325388,0.10533237844019387,0.13216563818316532,0.11418988746628558,0.11679497480435139,0.11487856387072803,0.10311976267261368,0.18079774473307283,0.09879981380228586,0.1875041247806243,0.37025564783849385,0.15905290704590308,0.20195723774378682,0.3729115570626565,0.13310487109532643,0.14517263430539618,0.17061544303621937,0.23986152249821074,0.38010754320527923,0.14260477756329518,0.19609249716756466,0.1824205612483013,0.36945455774115726,0.12333776403578314,0.12442729857911833,0.20497752868935698,0.17432734684251452,0.205978355248036,0.17637389320374855,0.22889991513937846,0.18960973751229762,0.1407333755568657,0.1762554082227166,0.31686338881958703,0.17627059701862138,0.18900636659937792,0.14091332171145723,0.16518912180286896,0.11206520211143892,0.12790700927005466,0.24743278429430712,0.13470261066698133,0.18935710527071903,0.2402457243952845,0.12322622338123256,0.12596483962618393,0.10579109824967395,0.16986219529677202,0.26596165561095986,0.13333951731424568,0.12195446613824647,0.1638531939208479,0.22738032110676704,0.11605638945612037
HM_Pons_Medulla_L_Ratio,0.15209105906025097,0.043971314864445055,0.08585846943202714,0.05377397221201266,0.06738279636017738,0.15047091021835107,0.05607948508002771,0.11150740866406246,0.05803187264355296,0.05478321815781609,0.08858818232678559,0.09744185410837754,0.07091641384857819,0.18017707965985075,0.0716200908323064,0.08026297501178695,0.11644340866320876,0.20059496412824,0.048985296177287745,0.07315150638528087,0.12747219840101665,0.1634485593317478,0.267499429864041,0.1465513690979033,0.5692439285054836,0.2686347788033347,0.18192180515673356,0.19296573616937263,0.5152482141708206,1.0,0.4363308104853537,0.14530763475913627,0.08325876619563591,0.16507388305175938,0.07083718283810077,0.27699058770795393,0.2382691371795389,0.11855798515422594,0.13071825333319337,0.2824112278366402,0.5597527417469425,0.3721983263960143,0.08466759459559316,0.14429594591333758,0.16498314060164254,0.11354160273581318,0.09736019167093321,0.1175851969036534,0.10324770570673143,0.09750056674899517,0.0991636000523973,0.09480819445066933,0.1327463030195298,0.11077758834978903,0.15493889920224418,0.10148417155488362,0.0692338169186759,0.09078619066134244,0.08449919548217089,0.11587244564595894,0.18736202766464827,0.09040927433158095,0.10801109076279729,0.1954507332349614,0.07047394641682903,0.07517892470779299,0.12130100805875747,0.13170057340117788,0.1902983020511745,0.07316672482143574,0.1848800114682411,0.11292296893448775,0.18955770786707438,0.07917380648003265,0.08922983322829689,0.13419505363417636,0.1360336508191556,0.16372218497543692,0.1395340689458923,0.12577455273908855,0.12281503081093262,0.09141741602036933,0.15276999354093415,0.32185611103810635,0.1426214000119841,0.14429081625784562,0.09166790513691754,0.08004137082673039,0.11107559131027203,0.07736435499811303,0.2677784248225185,0.18508915784220223,0.2068047467717692,0.22998779191601473,0.17423579528984517,0.10248644704719735,0.11455124703649328,0.08547372110667918,0.26540387503334106,0.1845195562525655,0.10569640786077154,0.15428820192305023,0.24594006749064995,0.17023030043586831
HM_Cerebellum_L_Ratio,0.11019272173762401,0.046762589908733394,0.0610340867485541,0.045797776846110146,0.08129282790076604,0.20628360644405513,0.047441928610826814,0.06868258321609245,0.11089935886684102,0.08621072121789677,0.11747487593426392,0.1934079222277902,0.134054668042862,0.37963484646847245,0.06632952358533895,0.13660178509856846,0.08141909583886779,0.13185214760141484,0.06609345031404587,0.06609345031405503,0.2647516201253146,0.2984280154182074,0.13956624025363729,0.15512396012416274,0.42589822209113826,0.686709810762825,0.15974007780701144,0.10391008948496316,0.15241721435567412,0.4363308104853537,1.0,0.25047977088393697,0.25576193942051234,0.09768174738778257,0.11133137045888737,0.20949805052416332,0.6660281481101654,0.08893963685096648,0.11118967933826328,0.06805355755279893,0.27309763184513197,0.5810645649766207,0.15933040440160645,0.09687589827273833,0.19355188002702536,0.2555746690642468,0.15748146179994207,0.25176999283776674,0.17835819458585966,0.21956232090092095,0.18759822076521349,0.13778260849108787,0.17218846841147484,0.19734884351371035,0.0901690785863548,0.1897983025303133,0.17690016020012206,0.14668516331344678,0.11038168120568254,0.12176128732636707,0.14833625605703532,0.11749251447816818,0.09618099316234557,0.13750636368956287,0.16647455958477195,0.1679409767303502,0.2041949409227847,0.1766803805582284,0.14393350384423892,0.163328672542665,0.07551301046456593,0.11014546506732913,0.1304211232077583,0.10615800747852003,0.15172360979404306,0.21985629041260477,0.29906973007733995,0.32149699244526075,0.3177654364389286,0.20982146917223135,0.26762218279909783,0.18816915475483548,0.282957042343988,0.32787943057214125,0.2620136488275105,0.08713944942033686,0.18869007585871683,0.13171283769700032,0.1113068637799042,0.1601048320178512,0.3743068630113672,0.10389496726743533,0.21013397359052002,0.3289352651717647,0.09258872889050239,0.13792583536763253,0.14594743943655583,0.12281600847892475,0.3921847804774699,0.10346231998912948,0.13658318865568222,0.13923669017799092,0.34858963601435494,0.08722728078001474
ED_volume,0.1250591719594795,0.12293256037139008,0.19322862312998917,0.10758937223046977,0.22195741401640673,0.06247720547980496,0.041738485729512914,0.08095694226103077,0.13631140459932983,0.09876306929147469,0.15247535230204706,0.2000665364131719,0.15699856386339492,0.2877821145988425,0.13160144174830601,0.25428674097626164,0.10501919654244889,0.07776455531542475,0.05147039765336754,0.11505341071049005,0.6804281502959696,0.4427982218806844,0.13449295384253288,0.2715248572426546,0.15105645425962813,0.2420826635273964,0.17514248702651256,0.14662940639936062,0.1163201579553011,0.14530763475913627,0.25047977088393697,1.0,0.47475268931640974,0.1802461206841056,0.20949770284585778,0.1466810473028776,0.22840443967294097,0.19482819286275943,0.16731282375752912,0.10809904119620593,0.12403931357525505,0.19052653586748056,0.19395362187417475,0.15435844447699,0.7114432566135238,0.5877105732756038,0.7016733730895526,0.7642683844055015,0.6260857035703506,0.6373673894055221,0.9633131508030127,0.6871981152685016,0.5565740123096069,0.9567202584606602,0.6902135365833666,0.9648877792955951,0.2201098631220448,0.13870288463645325,0.8328991741582323,0.5247147532162831,0.25070259258423355,0.17450219411051215,0.23394090044817517,0.2567180193616947,0.1738443954577457,0.17781987582451597,0.42839547904501973,0.5327000898547094,0.25354731215395787,0.1693392752283468,0.13525800291778067,0.4798251143320218,0.2554995168691726,0.09957682941124518,0.12289328094273454,0.6099814096221455,0.5459494498972044,0.5244141653751244,0.5751840732990624,0.46405107682700014,0.45932731735065246,0.6616021416227205,0.6172009938861327,0.4295016289390111,0.6590411329358036,0.48229185871512853,0.6616647354463785,0.14897901248581863,0.138116634833199,0.6248611042274909,0.38623883188129987,0.18288534066946063,0.25011532022227634,0.23071901400599104,0.16246091822181563,0.13378283334930247,0.15203330867502357,0.19454651640368514,0.2834427700893534,0.17305073103345409,0.13032013760406191,0.34005001630714754,0.3696684236511479,0.1551995613609475
ED_ACA_R_Ratio,0.1807968860018696,0.1016158836228403,0.10712686338751504,0.1590432717802571,0.10743168806020073,0.10876367248608011,0.08077475236974689,0.10339454155389058,0.0628051304940663,0.09617616761276908,0.09416372204307032,0.16679075142878333,0.11061480185705952,0.18093544761941005,0.11273809941256666,0.13801974050375856,0.1289327723190396,0.101794957490907,0.09613917927132205,0.04442154454249246,0.4271158441400826,0.8128547189145477,0.3562202043591548,0.392292848159622,0.182687228583459,0.2241641751762433,0.12291399302363375,0.4483074984075186,0.24298820077679287,0.08325876619563591,0.25576193942051234,0.47475268931640974,1.0,0.419115424439216,0.34776147602702273,0.11957153781853622,0.17571321094392167,0.27417098414308205,0.4710315525892522,0.3313649598031532,0.08693942379252205,0.13817266339601098,0.11821711502337304,0.10899405824248933,0.3628453019722159,0.34712848241707167,0.393699533785624,0.4532894402473424,0.3339737587679482,0.40278318977617533,0.44570892076943047,0.3180891944334284,0.2838847204270154,0.4388484502417035,0.26123899527818817,0.4461382676711011,0.16861157541283586,0.1105658021856662,0.36755192447569407,0.1882407930519431,0.17674828256694006,0.10728392548100148,0.11907316299029475,0.1721014635835036,0.13705490902588033,0.13184449450795882,0.26550651774580636,0.2516077080023593,0.17661196597658627,0.1319097863473612,0.13526687695529466,0.16891955154056593,0.16795531712706002,0.1553605256106146,0.1524522707033542,0.3477969402243779,0.3907009800431168,0.3769407569679974,0.3753506364025755,0.27810344666895587,0.3395518213702524,0.4047210583664388,0.34863721835852096,0.31160696068630805,0.41975973871107486,0.21602970687121717,0.40483290201341937,0.10519216579430991,0.10426205174499796,0.38120599771998576,0.3241051235777432,0.14112429545179345,0.21376260578372033,0.23205389910207933,0.12928142200368464,0.09574622340315997,0.09823058237552866,0.0970066597701302,0.2765489388966418,0.13459458150579123,0.09534533156803529,0.16246218977299937,0.31166934790206596,0.11443584572684923
ED_MCA_R_Ratio,0.11574531182850938,0.04590498016605001,0.11844572401639626,0.07590844833355205,0.09965793003373336,0.09277230265786088,0.03636112999083413,0.05851952353192567,0.0620936944183069,0.036092145745472634,0.13330682353930706,0.14514068376281988,0.11742441936743991,0.06060034624860141,0.06299753338944321,0.04391783096892603,0.05622011109336847,0.04755519339281385,0.04757214596372739,0.05479217365005585,0.1509050332733019,0.26665755024484644,0.9255202546664009,0.44931416285228826,0.13570189269824132,0.13321095661961585,0.4194451662192172,0.8081525853683174,0.5415927310368932,0.16507388305175938,0.09768174738778257,0.1802461206841056,0.419115424439216,1.0,0.6548405816530316,0.13389341371418073,0.09991926758834532,0.6000879631996018,0.8647433823751293,0.7018377802777176,0.23698641586668442,0.09324557904261546,0.14003574123872173,0.08334006346247329,0.16158766424700854,0.12521986520427128,0.1512966668178944,0.15821046141840503,0.1269651515511376,0.14989735571730842,0.17461080546884716,0.13956104826144272,0.17896932331789478,0.1604409378789733,0.10544367307307326,0.17358259655572503,0.10004870189569166,0.08465831836447459,0.1570664963273681,0.12089024013159493,0.22912969506566813,0.1270340340663579,0.08586677186580584,0.2319155726957806,0.08338905142328702,0.08344555944471115,0.1382037061268479,0.14393429799029894,0.23106879272016487,0.08203652690962839,0.1692860623611055,0.12552890588875296,0.2281603183330801,0.10747163293582654,0.1337013920102842,0.15487298789977483,0.1512770462723574,0.16381992304875195,0.13781765733604143,0.21061550265165851,0.18628117537004707,0.14247602307005858,0.14932336225602613,0.20176599802141873,0.15191536820379378,0.10048198636376507,0.1424961746987595,0.10865930761980316,0.08077325194547202,0.14242007577531557,0.18594449349474146,0.14441379256233083,0.17367669922901316,0.14834677804684945,0.13533308649101528,0.08717071725097923,0.0833962243531447,0.09611613239894809,0.1623066209947907,0.14207967540901845,0.08523816621607595,0.08431719747162636,0.17693259430136288,0.1267342686511146
ED_PCA_R_Ratio,0.170540874697474,0.06112625194690359,0.07312551852444389,0.05346952869716738,0.13421385261633403,0.08791124405214978,0.03771262301618886,0.0646488057644273,0.1250797276311413,0.11282673289891246,0.09327481091451607,0.16065288200147448,0.13010097640364682,0.1122981425402186,0.05520971040066832,0.09420769138927787,0.11565891703264349,0.07424426858903803,0.06596229717685839,0.09651186775174755,0.18139618021937196,0.22205983314569364,0.5879376888498211,0.6903091769664318,0.2744268258231316,0.16804083082137314,0.30670364494065644,0.7034677849448141,0.3996576726339601,0.07083718283810077,0.11133137045888737,0.20949770284585778,0.34776147602702273,0.6548405816530316,1.0,0.2585558320167192,0.13839633309304122,0.4990471554455126,0.7331248537261567,0.5417776725590959,0.08275339544669306,0.08704452696898866,0.16682431604131914,0.16590963932382757,0.1750710046646986,0.16768265187888942,0.20553004474959372,0.20657672724604256,0.17925767049700256,0.19078891179489726,0.19530502995862112,0.17011808594224206,0.1717985140284288,0.1877589067104917,0.24240512036363418,0.1951404655731382,0.13269999233881988,0.11936656092393814,0.1651672147929688,0.11928446416042679,0.13790281825501385,0.13486551816215034,0.12241372015255728,0.1345328704050113,0.12569072007229723,0.12482808576032202,0.16344224993871403,0.1378233176669292,0.1308172109128706,0.12633708443323968,0.17298368065738945,0.11956008150280584,0.12641033181892505,0.12856074374370138,0.10317640537612244,0.17280102413184573,0.1670630074065671,0.18392532968617167,0.17401552804195078,0.1561102973852251,0.15740942692971926,0.1702106615804229,0.1807177433573244,0.12468371740679912,0.1720509022948403,0.19887181433544243,0.1701802217621247,0.09490004290427775,0.12002040192971174,0.1465242431060172,0.13100213162562743,0.13146729531947046,0.16981952328784286,0.14013827950000685,0.12975264082534813,0.11316420450917142,0.10773198763144334,0.10371369554801396,0.1411598627057326,0.12754549839100535,0.11505523761934086,0.11264868829734871,0.12465103409767567,0.12649957063917083
ED_Pons_Medulla_R_Ratio,0.11032477035983236,0.07953531588045339,0.04911027902738941,0.06480033410575961,0.11911154159306957,0.09151946518560664,0.05274373630806314,0.07484224176783322,0.06736799105443071,0.05769067477149801,0.08997489233101533,0.1405434009299783,0.1052663035979541,0.06446121070396173,0.08129349094211505,0.08738583071160173,0.0494126465122471,0.07640602735085514,0.051696662017688286,0.04416774404909985,0.15038084646991842,0.09571024112687866,0.13493566421934383,0.3927136259422909,0.5581004843376326,0.1400909891687552,0.08042339718691958,0.16198137925416864,0.10344054276818211,0.27699058770795393,0.20949805052416332,0.1466810473028776,0.11957153781853622,0.13389341371418073,0.2585558320167192,1.0,0.1826491462724964,0.10645583915821796,0.17063192223235424,0.08054191669563238,0.5975168088392514,0.11972115408979807,0.1191088979392323,0.16901471100375662,0.2003319941759665,0.18456626036463442,0.19362473360668256,0.19789593796640287,0.18957898677531043,0.19721004172789353,0.13624451179806202,0.19223066201455946,0.24364734591956122,0.14950310157672111,0.2764289403456906,0.13652338734236089,0.16664422965875147,0.1757314322851833,0.13147636999483583,0.13444540659876228,0.11791487369172104,0.14791281540902126,0.10642703897391835,0.11398878517823213,0.17217051683521928,0.170100352642257,0.17836523350804548,0.12830063793037358,0.10339615357466138,0.17309031170933079,0.1335523635379542,0.12379159344049824,0.1126918859016647,0.12231944580931364,0.17587097372491045,0.15138561726095065,0.1511083600386341,0.14877807372745558,0.17662616841275197,0.143845272105143,0.14918633710877272,0.148653246918817,0.17894700855747744,0.1414796492381778,0.16062024824783083,0.24019141430991733,0.1486181521941373,0.15466458794225185,0.10337237806008923,0.13953372215239268,0.20110518570184122,0.13503142354103254,0.13895067552432364,0.14576499236523818,0.14674109347035313,0.10899733174880383,0.09557451472268051,0.18149299767867613,0.1630079806694136,0.13951810675323081,0.10617968104756897,0.1414806136654144,0.19166491306087363,0.14823141048314123
ED_Cerebellum_R_Ratio,0.10861712708639676,0.030349964094001022,0.04893971287069585,0.07142649801293229,0.07426051980525304,0.13130586095675933,0.038040945444323564,0.05507260091661528,0.06951493032920321,0.05483009096947683,0.07828642883920138,0.1599678627743568,0.11400047845314656,0.4154992752352566,0.06288953782176827,0.10953309038424436,0.06528527557005236,0.13230212292535443,0.038040945444323564,0.038040945444323564,0.27798884581885375,0.19420005031708687,0.11134841891750785,0.15834798474590123,0.2906307499997074,0.7764702604664889,0.12950575557622596,0.10809951894394808,0.09355197993224325,0.2382691371795389,0.6660281481101654,0.22840443967294097,0.17571321094392167,0.09991926758834532,0.13839633309304122,0.1826491462724964,1.0,0.07584630335486954,0.12809198627500062,0.07605383996925846,0.25157519658680133,0.6084388447707406,0.10771542825138185,0.10005636787838482,0.1854421868751799,0.15496795805878,0.17119426059269183,0.18473060411234257,0.15604160966206593,0.17212634403579538,0.14839447033595587,0.1555878088430438,0.18389907948900355,0.18482431987289236,0.08612496334044539,0.15070760332334793,0.14100655103777518,0.14502805156553653,0.15646268208542036,0.10437954625310912,0.1543596881936862,0.16166738268219003,0.13542983116447546,0.1443007063916312,0.14768577049025128,0.14692736138098592,0.1098149692397793,0.14163064176230397,0.15078176616385336,0.1468089909620902,0.11415024867483194,0.10540760746908846,0.14352635669940994,0.07920950567790433,0.07510311590002525,0.24200759766941118,0.2136188982336959,0.19411494315792047,0.2768210927874241,0.19972891703304757,0.229908473776983,0.1973758719184152,0.24668946481849896,0.23562948827560604,0.24209103925833303,0.08779514809253972,0.19764344653270466,0.1503446791551001,0.12891134287412762,0.2198937566886102,0.2649000016641158,0.0694405414962425,0.14663601825577144,0.2912366204551808,0.07161846421825056,0.14252961759335833,0.13670122788548608,0.12093342772298553,0.3023641011811679,0.0702101775749846,0.14020706044900763,0.07688381199471453,0.2520163231123877,0.07575024381756547
ED_ACA_L_Ratio,0.13937732646571138,0.07350887373209523,0.07886291334769441,0.062317107798095066,0.06606215004786474,0.10503267727889778,0.0861816654448992,0.04734311690080535,0.17746709193313948,0.0640526772230538,0.09579327667472684,0.11508732761618062,0.14333795624063228,0.07588331506530048,0.051063869021129825,0.14500817825998247,0.08044300046217549,0.07610615389203407,0.07523944779226488,0.06426501621987749,0.23140674110820794,0.16345455568376752,0.5565281578197266,0.3743359761939963,0.14235348626146357,0.07807072066466973,0.7611006877687302,0.468733880559268,0.5251510369305183,0.11855798515422594,0.08893963685096648,0.19482819286275943,0.27417098414308205,0.6000879631996018,0.4990471554455126,0.10645583915821796,0.07584630335486954,1.0,0.5229655589383524,0.4891099280868926,0.12910629133178453,0.06756539508871952,0.1361073150849411,0.10581073742407204,0.20088062301851112,0.15456362954671318,0.1576874193996521,0.18414597621896697,0.1692185884480484,0.17887229634824925,0.1659132715627227,0.15252905835885439,0.18160413090801528,0.17992005968574568,0.17857702365034198,0.16756316732642731,0.12963785524264326,0.0874129955915499,0.1753932441890479,0.1232218760436126,0.2652129253897548,0.16254869452265183,0.13168852437374098,0.27350121243842246,0.089019505505446,0.08382533765684626,0.17718137954709276,0.22027495275558445,0.2723564731774594,0.08563675038874148,0.14259623467961516,0.12136267288131851,0.27497834797529147,0.10004506912901788,0.15816377060836648,0.29208781770975883,0.23452986149070612,0.26273314463760067,0.23024441359050718,0.2981354932124966,0.268957706096031,0.21023043813544143,0.24793222552429117,0.258394991186995,0.24274216674966984,0.12107362122969156,0.21044646094711714,0.13486445219235882,0.12224547206760993,0.2017887085327524,0.22460354615547604,0.13257223146560385,0.1624600409599892,0.1630200890747978,0.11472565040553519,0.1446483581335879,0.13921200834283062,0.08745098331439838,0.1766328938467953,0.1258446562103661,0.1431506444415542,0.1335570237396015,0.21491770969663176,0.10819257048077081
ED_MCA_L_Ratio,0.09234878549039043,0.030866496445155,0.1424095981720467,0.045919999510669926,0.07678241776083025,0.09609954602460478,0.03976667216430416,0.04424887200774332,0.08762563700004858,0.07885617780766871,0.09009343809525167,0.15604962425898045,0.07763674352770428,0.07504964063649482,0.03364917127677019,0.03762388809952336,0.05318148565918932,0.07705248153797199,0.06466654742007077,0.05234551265454732,0.14359478521528374,0.3023814015236076,0.7923628462616025,0.568118416552867,0.24327056498122174,0.14539511095690552,0.30852550674515156,0.9292677251993674,0.49713336292507615,0.13071825333319337,0.11118967933826328,0.16731282375752912,0.4710315525892522,0.8647433823751293,0.7331248537261567,0.17063192223235424,0.12809198627500062,0.5229655589383524,1.0,0.6775095935012211,0.12896835413976032,0.0976768982452274,0.1401474553323452,0.12168447416143416,0.16860975077714557,0.12263097964356902,0.15198799792781378,0.1627895838956431,0.11273167137368277,0.15486765216519785,0.15760112219048675,0.12196339691583996,0.12884966616687205,0.14766022835947493,0.13332247368749583,0.15749454421559242,0.11401245964439385,0.10104096612902821,0.14909677024796478,0.08883187692206226,0.14696255010525827,0.10043987233732649,0.112897416541475,0.15209870331591366,0.10598246554601694,0.10468359479721863,0.11094928291632598,0.11289222739411263,0.15398013130528487,0.10636604625083805,0.14633000566071908,0.09644637349878801,0.15192944354355334,0.09123759846016088,0.10380470056965656,0.140882433225089,0.12508894350773808,0.12601091364904993,0.15518492412459411,0.1692911513580882,0.13735079191400892,0.13553981560591932,0.13755700700989237,0.15839169234231193,0.1477809973694247,0.07796296784687441,0.13560799945794166,0.08382042913861255,0.07177118195491028,0.12153699515834723,0.14440028511928193,0.09868278068111075,0.12263468232044236,0.1394348570917976,0.09230139625879404,0.07780653604790991,0.07171232278639328,0.08939380804073148,0.13407618828464238,0.09823194289620824,0.07675531557744318,0.08772733769659555,0.13798911915698456,0.08567979088510591
