,time,volume
223,20.57,13771.0
224,20.82,9150.0
225,20.87,21633.0
226,21.0,11576
227,21.4,17750.0
228,21.47,8707.0
229,21.65,81.0
230,21.67,18889.0
231,22.57,19888.0
232,23.0,27125.0
233,23.15,39708.0
234,23.4,19434.0
235,23.73,44899.0
236,23.88,28344.0
237,24.0,4101
238,24.0,7909
239,24.0,97503
240,24.0,24300
241,24.18,17400.0
242,24.88,12860.0
243,25.48,6974.0
244,25.53,34017.0
245,25.93,20132.0
246,25.98,53924.0
247,26.08,11482.0
248,26.47,9249.0
249,26.47,23182.0
250,26.53,19019.0
251,26.6,4024.0
252,26.8,6752.0
253,26.9,17583.0
254,27.43,11074.0
255,27.45,34246.0
256,27.77,9134.0
257,27.85,6525.0
258,28.17,44699.0
259,28.32,5065.0
260,28.83,1763.0
261,28.92,15664.0
262,29.07,13818.0
263,29.18,28012.0
264,29.28,19022.0
265,29.37,7296.0
266,29.8,22536.0
267,30.03,22769.0
268,30.42,40975.0
269,30.8,6706.0
270,31.15,32200.0
271,31.2,39633.0
272,31.23,552.0
273,31.92,8635.0
274,33.03,40860.0
275,33.48,28785.0
276,34.3,6240.0
277,34.47,52007.0
278,34.73,6033.0
279,34.75,13051.0
280,35.3,55014.0
281,35.78,71265.0
282,35.97,62015.0
283,36.32,233.0
284,36.35,39556.0
285,36.42,57174.0
286,37.73,21244.0
287,38.43,45387.0
288,39.33,23424.0
289,39.5,35116.0
290,39.6,49767.0
291,39.93,37897.0
292,40.05,22191.0
293,41.97,6057.0
294,42.5,45743.0
295,42.52,30933.0
296,42.63,18649.0
297,42.75,29007.0
298,42.92,37111.0
299,43.52,27870.0
300,44.08,20015.0
301,44.93,7538.0
302,45.28,44764.0
303,46.12,3226.0
304,47.32,8207.0
305,47.87,95384.0
306,48.9,45266.0
307,49.03,40634.0
308,49.1,12524.0
309,49.33,9355.0
310,49.73,34596.0
311,49.88,34176.0
312,51.0,5288.0
313,51.92,8607.0
314,52.48,28165.0
315,54.88,1169.0
316,55.22,58778.0
317,56.88,20963.0
318,58.08,23317.0
319,60.12,34542.0
320,60.78,16984.0
321,63.88,11581.0
322,63.97,43374.0
323,64.42,59082.0
324,64.82,19641.0
325,66.15,48539.0
326,66.3,32672.0
327,67.47,27520.0
328,68.18,22570.0
329,69.22,28415.0
330,69.82,12213.0
331,70.92,46431.0
332,71.3,44069.0
333,71.6,20788.0
334,71.87,69798.0
335,76.03,44172.0
336,78.78,38232.0
337,83.85,9540.0
338,85.42,30080.0
339,86.42,42038.0
340,87.78,4992.0
341,87.98,9911.0
342,94.13,99131.0
343,94.98,18694.0
344,95.57,79391.0
345,96.3,39878.0
346,97.1,18251.0
347,97.95,12898.0
348,98.25,51887.0
349,98.48,16214.0
350,98.77,21854.0
351,100.85,18164.0
352,101.1,4605.0
353,107.15,77423.0
354,110.02,42163.0
355,110.78,22328.0
356,111.67,12485.0
357,113.1,29340.0
358,115.78,53073.0
359,117.03,27787.0
360,117.13,31287.0
361,117.4,11664.0
362,118.85,26229.0
363,118.9,47084.0
364,118.9,37116.0
365,119.77,19447.0
366,120.9,60482.0
367,121.63,81745.0
368,122.6,20385.0
369,123.1,25422.0
370,123.13,22400.0
371,125.43,2946.0
372,125.62,13716.0
373,126.98,47580.0
374,127.35,94642.0
375,127.43,39921.0
376,127.53,11560.0
377,129.02,15033.0
378,129.95,104295.0
379,132.12,81747.0
380,135.58,30637.0
381,136.27,63043.0
382,136.4,57072.0
383,139.75,47195.0
384,141.82,21113.0
385,142.92,45445.0
386,145.05,11741.0
387,146.02,25712.0
388,146.25,7129.0
389,147.62,50652.0
390,148.28,54349.0
391,148.57,50903.0
392,155.68,66059.0
393,158.23,16378.0
394,165.72,45271.0
395,168.37,17205.0
396,171.4,1316.0
397,171.87,440.0
398,172.18,50859.0
399,172.85,22086.0
400,173.53,34914.0
401,173.58,52388.0
402,177.22,116414.0
403,177.68,23846.0
404,178.6,21325.0
405,179.15,94712.0
406,179.38,6076.0
407,180.75,21970.0
408,181.28,39377.0
409,181.82,44436.0
410,186.25,16510.0
411,187.13,13895.0
412,187.65,26426.0
413,188.4,22191.0
414,188.57,24644.0
415,188.67,98.0
416,190.58,30438.0
417,191.87,89272.0
418,192.7,42807.0
419,193.25,404.0
420,194.32,15231.0
421,196.17,30013.0
422,197.23,3191.0
423,200.32,2378.0
424,200.83,81670.0
425,204.1,39826.0
426,204.17,97158.0
427,206.75,14763.0
428,207.33,18619.0
429,207.73,3202.0
430,208.13,6365.0
431,208.18,66089.0
432,208.62,34310.0
433,211.4,10274.0
434,212.27,3342.0
435,214.43,10201.0
436,217.4,22437.0
437,218.7,9754.0
438,218.8,4721.0
439,221.03,41808.0
440,227.5,5204.0
441,229.6,26813.0
442,230.1,4787.0
443,231.72,69692.0
444,236.05,64084.0
445,238.12,1488.0
446,239.2,31092.0
447,240.12,33087.0
448,242.78,3504.0
449,247.15,11795.0
450,250.03,18389.0
451,254.62,12735.0
452,255.12,11687.0
453,257.0,70518.0
454,259.75,107793.0
455,263.8,8693.0
456,265.42,52101.0
457,266.95,189.0
458,271.17,3258.0
459,271.6,61937.0
460,276.37,5810.0
461,278.13,38180.0
462,280.45,4054.0
463,281.08,51239.0
464,283.45,56867.0
465,283.87,67976.0
466,285.02,127535.0
467,285.65,24730.0
468,289.12,79961.0
469,289.97,656.0
470,291.17,14664.0
471,291.32,20041.0
472,293.32,12709.0
473,294.42,22092.0
474,296.9,27745.0
475,297.23,1124.0
476,297.95,15157.0
477,297.97,79204.0
478,303.5,33686.0
479,307.32,9374.0
480,308.65,64243.0
481,309.03,51531.0
482,310.75,168138.0
483,312.02,1736.0
484,314.53,3744.0
485,316.77,19750.0
486,319.93,8175.0
487,319.93,6968.0
488,321.58,1794.0
489,331.25,15428.0
490,332.58,13.0
491,333.57,8820.0
492,335.45,96502.0
493,339.5,20900.0
494,347.62,97468.0
495,348.28,2490.0
496,349.23,43817.0
497,358.83,61733.0
498,359.95,77707.0
499,363.77,40009.0
500,370.85,114352.0
501,375.9,19245.0
502,379.62,13138.0
503,382.53,7061.0
504,383.6,115006.0
505,397.63,34625.0
506,398.88,14406.0
507,400.77,26006.0
508,407.07,82603.0
509,407.23,4034.0
510,409.02,20720.0
511,409.52,43794.0
512,423.5,231.0
513,425.55,126558.0
514,434.08,49420.0
515,436.8,56544.0
516,448.02,34868.0
517,448.27,4603.0
518,452.53,2503.0
519,452.9,0.0
520,457.62,75.0
521,459.22,57285.0
522,460.32,0.0
523,465.27,94574.0
524,466.18,109019.0
525,473.13,115761.0
526,475.32,88306.0
527,475.72,34853.0
528,481.27,55714.0
529,481.42,10975.0
530,484.93,40598.0
531,506.97,30197.0
532,513.47,7072.0
533,520.43,28862.0
534,524.93,11519.0
535,528.03,50230.0
536,528.28,55916.0
537,536.05,58161.0
538,539.82,51755.0
539,542.1,21797.0
540,547.28,6400.0
541,556.13,125247.0
542,570.5,40666.0
543,571.9,2735.0
544,591.47,4432.0
545,595.65,0.0
546,604.33,70743.0
547,621.4,38415.0
548,623.95,32.0
549,627.42,5123.0
550,640.58,55312.0
551,649.95,14902.0
552,656.23,3868.0
553,660.08,51033.0
554,678.55,67780.0
555,728.72,0.0
556,763.47,1754.0
557,770.53,625.0
558,774.95,10340.0
559,805.88,1549.0
560,845.55,0.0
561,903.37,17288.0
562,927.58,11202.0
563,928.5,487.0
564,951.55,0.0
565,956.02,633.0
566,960.65,0.0
567,968.35,117530.0
568,975.1,8307.0
569,978.02,47223.0
570,1047.58,10000.0
571,1068.37,6395.0
572,1119.18,0.0
573,1155.2,53.0
574,1247.03,0.0
575,1250.67,0.0
576,1271.8,1099.0
577,1345.18,1477.0
578,1397.37,377.0
579,1461.95,0.0
580,1668.34,0.0
581,1774.97,0.0
582,1784.37,0.0
583,1826.73,162.0
584,2579.3,0.0
585,2642.0,451.0
586,2752.63,0.0
587,3729.32,57.0
588,4307.58,72247.0
589,4327.02,0.0
590,4535.32,0.0
591,4801.23,0.0
592,8067.43,0.0
